osm_id,name,amenity,cuisine,price_per_person,rating,lat,lon,address,kb_text
node/2491872775,The Mill,restaurant,modern_australian,$20-40,3.4,-37.8132486,144.9609726,"(-37.80846, 144.97480)","The Mill is a restaurant in Melbourne (CBD) offering Modern_Australian. Average spend is about $30 per person (range $20-40). Rated 3.4/5. Address: (-37.80846, 144.97480)."
node/2495730333,Irodori Yakitori,restaurant,yakitori,$1-20,4,-37.80846,144.974797,"(-37.81327, 144.95563)","Irodori Yakitori is a restaurant in Melbourne (CBD) offering Yakitori. Average spend is about $10 per person (range $1-20). Rated 4.0/5. Address: (-37.81327, 144.95563)."
node/2497032390,Lychee Karaoke Bar,bar,karaoke,$20-40,4.3,-37.813267,144.955627,"(-37.81322, 144.96722)","Lychee Karaoke Bar is a bar in Melbourne (CBD) offering Karaoke. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81322, 144.96722)."
node/2503427932,El Jannah Chicken,restaurant,lebanese,$20-40,4.7,-37.8132246,144.9672242,"(-37.81390, 144.96603)","El Jannah Chicken is a restaurant in Melbourne (CBD) offering Lebanese. Average spend is about $30 per person (range $20-40). Rated 4.7/5. Address: (-37.81390, 144.96603)."
node/2503439859,ShanDong MaMa,restaurant,chinese,$20-40,4.1,-37.813903,144.966034,"(-37.81268, 144.96752)","ShanDong MaMa is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $30 per person (range $20-40). Rated 4.1/5. Address: (-37.81268, 144.96752)."
node/2530153191,little corner BBQ,restaurant,asian;barbeque,$20-40,4.3,-37.8113734,144.9572301,"(-37.81071, 144.95712)","little corner BBQ is a restaurant in Melbourne (CBD) offering Asian, Barbeque. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81071, 144.95712)."
node/2530237185,Operator 25,cafe,coffee_shop;brunch,$20-40,4.4,-37.8107145,144.9571233,"(-37.81074, 144.95732)","Operator 25 is a cafe in Melbourne (CBD) offering Coffee_Shop, Brunch. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81074, 144.95732)."
node/2643257071,Mad Mex,fast_food,mexican,$1-20,4.3,-37.8173428,144.9642991,"(-37.81019, 144.96250)","Mad Mex is a fast_food in Melbourne (CBD) offering Mexican. Average spend is about $10 per person (range $1-20). Rated 4.3/5. Address: (-37.81019, 144.96250)."
node/2643285282,Salsa's,fast_food,mexican,$1-20,2.8,-37.8101686,144.9626948,"(-37.81013, 144.96295)","Salsa's is a fast_food in Melbourne (CBD) offering Mexican. Average spend is about $10 per person (range $1-20). Rated 2.8/5. Address: (-37.81013, 144.96295)."
node/2643285309,Pepper Lunch,fast_food,teppanyaki,$20-40,4,-37.8114439,144.9616482,"(-37.81605, 144.95535)","Pepper Lunch is a fast_food in Melbourne (CBD) offering Teppanyaki. Average spend is about $30 per person (range $20-40). Rated 4.0/5. Address: (-37.81605, 144.95535)."
node/2664379145,Shanghai Dumpling House,restaurant,chinese,$20-40,4.1,-37.816047,144.9553518,"(-37.81574, 144.95565)","Shanghai Dumpling House is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $30 per person (range $20-40). Rated 4.1/5. Address: (-37.81574, 144.95565)."
node/2664381194,Lord of the Fries,fast_food,burger,$1-20,3.2,-37.8157389,144.9556454,"(-37.81737, 144.95947)","Lord of the Fries is a fast_food in Melbourne (CBD) offering Burger. Average spend is about $10 per person (range $1-20). Rated 3.2/5. Address: (-37.81737, 144.95947)."
node/2687983457,Loop Roof,bar,bar,$20-40,4.3,-37.816599,144.957794,"(-37.81212, 144.97216)","Loop Roof is a bar in Melbourne (CBD) offering Bar. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81212, 144.97216)."
node/2690754173,House of Cards,cafe,coffee_shop,$1-20,4.5,-37.8141621,144.9470999,"(-37.82571, 144.96089)","House of Cards is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.82571, 144.96089)."
node/2699454630,Red Rooster,fast_food,chicken,$1-20,2.5,-37.821617,144.961794,"(-37.81934, 144.95242)","Red Rooster is a fast_food in Melbourne (CBD) offering Chicken. Average spend is about $10 per person (range $1-20). Rated 2.5/5. Address: (-37.81934, 144.95242)."
node/2702382458,Mr Ramen San,restaurant,japanese,$20-40,4.3,-37.819341,144.952417,"(-37.81324, 144.96229)","Mr Ramen San is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81324, 144.96229)."
node/2790472399,Kobab,restaurant,korean,$1-20,4.5,-37.8196424,144.9574355,"(-37.81906, 144.95877)","Kobab is a restaurant in Melbourne (CBD) offering Korean. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81906, 144.95877)."
node/2790472400,Bharawan da Dhaba,restaurant,indian,$20-40,4.3,-37.8190566,144.9587697,"(-37.81132, 144.97255)","Bharawan da Dhaba is a restaurant in Melbourne (CBD) offering Indian. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81132, 144.97255)."
node/2807819101,The Caffeine Crumb,restaurant,bakery,$1-20,4,-37.815494,144.963524,"(-37.81493, 144.95201)","The Caffeine Crumb is a restaurant in Melbourne (CBD) offering Bakery. Average spend is about $10 per person (range $1-20). Rated 4.0/5. Address: (-37.81493, 144.95201)."
node/2850428165,Sushi Yuzen,fast_food,sushi,$1-20,4.8,-37.8149297,144.9520103,"(-37.81407, 144.96135)","Sushi Yuzen is a fast_food in Melbourne (CBD) offering Sushi. Average spend is about $10 per person (range $1-20). Rated 4.8/5. Address: (-37.81407, 144.96135)."
node/2913949309,Manaaw Thai Street Food,bar,thai,$20-40,4.5,-37.8269929,144.9668428,"(-37.81190, 144.97181)","Manaaw Thai Street Food is a bar in Melbourne (CBD) offering Thai. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81190, 144.97181)."
node/2918312501,Desi Dhaba,restaurant,indian,$20-40,3.8,-37.8118958,144.971813,"(-37.81637, 144.97055)","Desi Dhaba is a restaurant in Melbourne (CBD) offering Indian. Average spend is about $30 per person (range $20-40). Rated 3.8/5. Address: (-37.81637, 144.97055)."
node/2960538434,No22 Cafe,cafe,sandwich,$20-40,4.9,-37.815598,144.971982,"(-37.81640, 144.97045)","No22 Cafe is a cafe in Melbourne (CBD) offering Sandwich. Average spend is about $30 per person (range $20-40). Rated 4.9/5. Address: (-37.81640, 144.97045)."
node/3012129849,COTTI COFFEE,fast_food,coffee_shop,$1-20,4.3,-37.817456,144.9531153,"(-37.81735, 144.95290)","COTTI COFFEE is a fast_food in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.3/5. Address: (-37.81735, 144.95290)."
node/3058383419,O-Bento,restaurant,japanese,$1-20,3.4,-37.8136677,144.9463008,"(-37.81019, 144.96263)","O-Bento is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $10 per person (range $1-20). Rated 3.4/5. Address: (-37.81019, 144.96263)."
node/3066667898,By Korea,restaurant,korean,$20-40,4.2,-37.8101888,144.9626274,"(-37.81207, 144.96560)","By Korea is a restaurant in Melbourne (CBD) offering Korean. Average spend is about $30 per person (range $20-40). Rated 4.2/5. Address: (-37.81207, 144.96560)."
node/3116021429,Blondie Bar,bar,bar ,$40-60,4.4,-37.8116035,144.9617059,"(-37.82390, 144.96775)","Blondie Bar is a bar in Melbourne (CBD) offering Bar. Average spend is about $50 per person (range $40-60). Rated 4.4/5. Address: (-37.82390, 144.96775)."
node/3203902561,Mr. Hive Kitchen & Bar,restaurant,Australian,$40-60,4,-37.819957,144.968164,"(-37.82545, 144.95745)","Mr. Hive Kitchen & Bar is a restaurant in Melbourne (CBD) offering Australian. Average spend is about $50 per person (range $40-60). Rated 4.0/5. Address: (-37.82545, 144.95745)."
node/3248865761,Zupa,cafe,coffee_shop,$1-20,4.5,-37.825452,144.957448,"(-37.81825, 144.95002)","Zupa is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81825, 144.95002)."
node/3261072061,Global Kitchen,cafe,bakery,$1-20,4.1,-37.812281,144.968061,"(-37.80854, 144.96876)","Global Kitchen is a cafe in Melbourne (CBD) offering Bakery. Average spend is about $10 per person (range $1-20). Rated 4.1/5. Address: (-37.80854, 144.96876)."
node/3269958063,Shuji Sushi,restaurant,sushi,$1-20,3.5,-37.808537,144.968759,"(-37.80845, 144.96871)","Shuji Sushi is a restaurant in Melbourne (CBD) offering Sushi. Average spend is about $10 per person (range $1-20). Rated 3.5/5. Address: (-37.80845, 144.96871)."
node/3276141237,Come Back to Earth Coffee Brewer,cafe,cafe,$1-20,4.8,-37.818221,144.95007,"(-37.81786, 144.95485)","Come Back to Earth Coffee Brewer is a cafe in Melbourne (CBD) offering Cafe. Average spend is about $10 per person (range $1-20). Rated 4.8/5. Address: (-37.81786, 144.95485)."
node/3315489271,Master Lanzhou Noodle Bar - Chinatown,restaurant,chinese,$1-20,4.8,-37.8226355,144.9667193,"(-37.81222, 144.96527)","Master Lanzhou Noodle Bar - Chinatown is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $10 per person (range $1-20). Rated 4.8/5. Address: (-37.81222, 144.96527)."
node/3412043493,Mamasita,restaurant,mexican,$20-40,4.3,-37.81222,144.965267,"(-37.81370, 144.97336)","Mamasita is a restaurant in Melbourne (CBD) offering Mexican. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81370, 144.97336)."
node/3442391203,Nobu,restaurant,japanese,$100-120,3.9,-37.8126448,144.9542217,"(-37.82205, 144.95969)","Nobu is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $110 per person (range $100-120). Rated 3.9/5. Address: (-37.82205, 144.95969)."
node/3472659757,Mr Huang Jin,restaurant,taiwanese,$20-40,4.3,-37.8150321,144.9637367,"(-37.81971, 144.95645)","Mr Huang Jin is a restaurant in Melbourne (CBD) offering Taiwanese. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81971, 144.95645)."
node/3511713299,Traveller Coffee,cafe,coffee_shop,$1-20,4.7,-37.819714,144.9564536,"(-37.81143, 144.97120)","Traveller Coffee is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.7/5. Address: (-37.81143, 144.97120)."
node/3644320993,Sichuan Impression,restaurant,chinese,$20-40,4.4,-37.811548,144.968192,"(-37.81159, 144.96791)","Sichuan Impression is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81159, 144.96791)."
node/3656459093,louie.,cafe,coffee_shop,$1-20,4.7,-37.8201673,144.9566388,"(-37.81601, 144.96333)","louie. is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.7/5. Address: (-37.81601, 144.96333)."
node/3769980120,Salted Egg,restaurant,asian,$20-40,4.3,-37.8190181,144.9473459,"(-37.81958, 144.95693)","Salted Egg is a restaurant in Melbourne (CBD) offering Asian. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81958, 144.95693)."
node/3830075455,533 by Undercover Roasters,cafe,coffee_shop,$1-20,4.5,-37.819583,144.9569289,"(-37.81731, 144.95687)","533 by Undercover Roasters is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81731, 144.95687)."
node/3841983798,Lulu’s Malaysian Hawker Melbourne,restaurant,malaysian,$20-40,4.3,-37.8100932,144.9610365,"(-37.81397, 144.96132)","Lulu’s Malaysian Hawker Melbourne is a restaurant in Melbourne (CBD) offering Malaysian. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81397, 144.96132)."
node/3844062095,Mr PHO Hoa Hoi Vang,restaurant,vietnamese,$20-40,4.5,-37.8121519,144.9675651,"(-37.81222, 144.96758)","Mr PHO Hoa Hoi Vang is a restaurant in Melbourne (CBD) offering Vietnamese. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81222, 144.96758)."
node/3860293391,Kim Sing,restaurant,chinese,$1-20,4.1,-37.8135603,144.9673858,"(-37.81498, 144.96590)","Kim Sing is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $10 per person (range $1-20). Rated 4.1/5. Address: (-37.81498, 144.96590)."
node/3905530349,Long Shot,cafe,coffee_shop,$1-20,4.1,-37.8196739,144.9511872,"(-37.82044, 144.95019)","Long Shot is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.1/5. Address: (-37.82044, 144.95019)."
node/3905904432,Kakilang Char Koay Teow CBD,restaurant,malaysian,$20-40,4.4,-37.8199126,144.9505437,"(-37.81272, 144.96767)","Kakilang Char Koay Teow CBD is a restaurant in Melbourne (CBD) offering Malaysian. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81272, 144.96767)."
node/3905908767,Udon Yasan,restaurant,japanese,$1-20,4.4,-37.8204444,144.9501923,"(-37.81628, 144.96664)","Udon Yasan is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $10 per person (range $1-20). Rated 4.4/5. Address: (-37.81628, 144.96664)."
node/3933132079,Sushi Hub,restaurant,sushi,$20-40,3.8,-37.816283,144.966638,"(-37.81002, 144.96379)","Sushi Hub is a restaurant in Melbourne (CBD) offering Sushi. Average spend is about $30 per person (range $20-40). Rated 3.8/5. Address: (-37.81002, 144.96379)."
node/3983480757,Barista Cafe,cafe,coffee_shop,$1-20,4.6,-37.813,144.967947,"(-37.80925, 144.96951)","Barista Cafe is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.6/5. Address: (-37.80925, 144.96951)."
node/4061250651,Isshin Healthy Food,restaurant,japanese,$1-20,3.7,-37.8092502,144.9695103,"(-37.81911, 144.95585)","Isshin Healthy Food is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $10 per person (range $1-20). Rated 3.7/5. Address: (-37.81911, 144.95585)."
node/4065854690,Teatro Gastronomia,restaurant,italian,$40-60,3.9,-37.8189845,144.9474351,"(-37.81982, 144.96759)","Teatro Gastronomia is a restaurant in Melbourne (CBD) offering Italian. Average spend is about $50 per person (range $40-60). Rated 3.9/5. Address: (-37.81982, 144.96759)."
node/4119542089,Pochana Melbourne,cafe,thai,$20-40,4.6,-37.8167054,144.9630762,"(-37.81287, 144.96711)","Pochana Melbourne is a cafe in Melbourne (CBD) offering Thai. Average spend is about $30 per person (range $20-40). Rated 4.6/5. Address: (-37.81287, 144.96711)."
node/4122971689,Supernormal,restaurant,asian,$40-60,4.5,-37.81595,144.957933,"(-37.81595, 144.96831)","Supernormal is a restaurant in Melbourne (CBD) offering Asian. Average spend is about $50 per person (range $40-60). Rated 4.5/5. Address: (-37.81595, 144.96831)."
node/4137979192,Tipo 00,restaurant,italian,$40-60,4.5,-37.812872,144.967113,"(-37.81356, 144.96198)","Tipo 00 is a restaurant in Melbourne (CBD) offering Italian. Average spend is about $50 per person (range $40-60). Rated 4.5/5. Address: (-37.81356, 144.96198)."
node/4162603500,Tim Ho Wan,restaurant,catonese,$20-40,3.8,-37.8159467,144.9683117,"(-37.81287, 144.96699)","Tim Ho Wan is a restaurant in Melbourne (CBD) offering Catonese. Average spend is about $30 per person (range $20-40). Rated 3.8/5. Address: (-37.81287, 144.96699)."
node/4223012389,Alien&Coco,cafe,sandwich,$1-20,4.7,-37.821834,144.962369,"(-37.81237, 144.96056)","Alien&Coco is a cafe in Melbourne (CBD) offering Sandwich. Average spend is about $10 per person (range $1-20). Rated 4.7/5. Address: (-37.81237, 144.96056)."
node/4265464789,Luna Coffee,cafe,coffee_shop,$1-20,5,-37.8111644,144.9563955,"(-37.81522, 144.95908)","Luna Coffee is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 5.0/5. Address: (-37.81522, 144.95908)."
node/4271393515,Munch Bowl,restaurant,chinese,$1-20,4.9,-37.8150706,144.9596331,"(-37.80913, 144.96061)","Munch Bowl is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $10 per person (range $1-20). Rated 4.9/5. Address: (-37.80913, 144.96061)."
node/4274574356,ELCHI-Indian Restaurant Melbourne,restaurant,indian,$40-60,4,-37.8279891,144.9497198,"(-37.81574, 144.97255)","ELCHI-Indian Restaurant Melbourne is a restaurant in Melbourne (CBD) offering Indian. Average spend is about $50 per person (range $40-60). Rated 4.0/5. Address: (-37.81574, 144.97255)."
node/4301853491,Cinnabon Melbourne Central,bakery,bakery,$1-20,3.4,-37.8157357,144.9725467,"(-37.81004, 144.96302)","Cinnabon Melbourne Central is a bakery in Melbourne (CBD) offering Bakery. Average spend is about $10 per person (range $1-20). Rated 3.4/5. Address: (-37.81004, 144.96302)."
node/4302888739,The Journal Cafe,cafe,coffee_shop,$20-40,4.1,-37.8100407,144.9630212,"(-37.81691, 144.96578)","The Journal Cafe is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $30 per person (range $20-40). Rated 4.1/5. Address: (-37.81691, 144.96578)."
node/4305911690,Hofbräuhaus Melbourne,restaurant,German,$40-60,4.6,-37.819258,144.9619275,"(-37.81161, 144.96926)","Hofbräuhaus Melbourne is a restaurant in Melbourne (CBD) offering German. Average spend is about $50 per person (range $40-60). Rated 4.6/5. Address: (-37.81161, 144.96926)."
node/4320472212,Borek & Gozleme,restaurant,Turkish,$1-20,4.4,-37.816772,144.9566717,"(-37.80760, 144.95987)","Borek & Gozleme is a restaurant in Melbourne (CBD) offering Turkish. Average spend is about $10 per person (range $1-20). Rated 4.4/5. Address: (-37.80760, 144.95987)."
node/4336345993,Koko Black Chocolate,cafe,coffee_shop;chocolate;dessert,$20-40,4.3,-37.813861,144.9639829,"(-37.81386, 144.96398)","Koko Black Chocolate is a cafe in Melbourne (CBD) offering Coffee_Shop, Chocolate, Dessert. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81386, 144.96398)."
node/4378845089,Pondok Rempah,restaurant,Indonesian restaurant,$20-40,4.5,-37.8075962,144.9598739,"(-37.82419, 144.95567)","Pondok Rempah is a restaurant in Melbourne (CBD) offering Indonesian Restaurant. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.82419, 144.95567)."
node/4398451798,Momo Central,restaurant,Nepalese,$20-40,4.4,-37.812537,144.96833,"(-37.82514, 144.95311)","Momo Central is a restaurant in Melbourne (CBD) offering Nepalese. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.82514, 144.95311)."
node/4422320389,Maccaroni Trattoria Italiana,restaurant,italian,$20-40,5,-37.8162854,144.9661094,"(-37.81194, 144.96514)","Maccaroni Trattoria Italiana is a restaurant in Melbourne (CBD) offering Italian. Average spend is about $30 per person (range $20-40). Rated 5.0/5. Address: (-37.81194, 144.96514)."
node/4422320390,CafÃ© Andiamo,restaurant,italian,$20-40,3.7,-37.8171057,144.9657409,"(-37.81072, 144.96341)","CafÃ© Andiamo is a restaurant in Melbourne (CBD) offering Italian. Average spend is about $30 per person (range $20-40). Rated 3.7/5. Address: (-37.81072, 144.96341)."
node/4528696489,Fukutontei,restaurant,japanese,$20-40,4,-37.8099329,144.9670655,"(-37.81361, 144.96869)","Fukutontei is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $30 per person (range $20-40). Rated 4.0/5. Address: (-37.81361, 144.96869)."
node/4528780390,Izakaya Den,restaurant,japanese,$20-40,4.3,-37.8136078,144.9686931,"(-37.81114, 144.96424)","Izakaya Den is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81114, 144.96424)."
node/4540248490,Dom's Pizzeria,restaurant,italian,$40-60,4.6,-37.8111387,144.9642415,"(-37.81034, 144.96946)","Dom's Pizzeria is a restaurant in Melbourne (CBD) offering Italian. Average spend is about $50 per person (range $40-60). Rated 4.6/5. Address: (-37.81034, 144.96946)."
node/4598927089,Gradi,restaurant,italian_pizza,$1-60,4.2,-37.8228625,144.9581886,"(-37.81704, 144.96558)","Gradi is a restaurant in Melbourne (CBD) offering Italian_Pizza. Average spend is about $30 per person (range $1-60). Rated 4.2/5. Address: (-37.81704, 144.96558)."
node/4721629193,Fonda Mexican,restaurant,mexican,$20-40,4.1,-37.8147498,144.9732022,"(-37.81584, 144.97107)","Fonda Mexican is a restaurant in Melbourne (CBD) offering Mexican. Average spend is about $30 per person (range $20-40). Rated 4.1/5. Address: (-37.81584, 144.97107)."
node/4726222190,Pastuso,restaurant,peruvian,$20-40,4.5,-37.8158375,144.9710709,"(-37.81280, 144.96749)","Pastuso is a restaurant in Melbourne (CBD) offering Peruvian. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81280, 144.96749)."
node/4728998189,Tokyo Motto,restaurant,japanese,$20-40,3.9,-37.8127983,144.9674931,"(-37.82010, 144.96621)","Tokyo Motto is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $30 per person (range $20-40). Rated 3.9/5. Address: (-37.82010, 144.96621)."
node/4737591530,Pa Tong,restaurant,thai,$20-40,4.5,-37.8169838,144.965468,"(-37.81564, 144.97012)","Pa Tong is a restaurant in Melbourne (CBD) offering Thai. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81564, 144.97012)."
node/4737591531,SeedLing Cafe,cafe,coffee_shop,$20-40,4.5,-37.817015,144.9653734,"(-37.81265, 144.96737)","SeedLing Cafe is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81265, 144.96737)."
node/4740684528,Hawker Boys,restaurant,vietnamese,$20-40,4.3,-37.8129616,144.9607886,"(-37.81897, 144.96617)","Hawker Boys is a restaurant in Melbourne (CBD) offering Vietnamese. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81897, 144.96617)."
node/4757419322,La Petite CrÃªperie,cafe,french,$1-20,4.6,-37.8138954,144.9615104,"(-37.81118, 144.96667)","La Petite CrÃªperie is a cafe in Melbourne (CBD) offering French. Average spend is about $10 per person (range $1-20). Rated 4.6/5. Address: (-37.81118, 144.96667)."
node/4760996322,Arbory Bar & Eatery,bar,cocktails,$20-40,4.2,-37.8189716,144.9661678,"(-37.81189, 144.96466)","Arbory Bar & Eatery is a bar in Melbourne (CBD) offering Cocktails. Average spend is about $30 per person (range $20-40). Rated 4.2/5. Address: (-37.81189, 144.96466)."
node/4788724032,shujinkoramen,restaurant,tokyo's food,$20-40,4.4,-37.8111765,144.966665,"(-37.81345, 144.96892)","shujinkoramen is a restaurant in Melbourne (CBD) offering Tokyo'S Food. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81345, 144.96892)."
node/4788724033,Oppa,restaurant,korean,$1-20,4.1,-37.8118918,144.9646576,"(-37.81580, 144.97159)","Oppa is a restaurant in Melbourne (CBD) offering Korean. Average spend is about $10 per person (range $1-20). Rated 4.1/5. Address: (-37.81580, 144.97159)."
node/4795887585,Sezar,restaurant,american,$20-40,4.5,-37.8134515,144.9689196,"(-37.81093, 144.96749)","Sezar is a restaurant in Melbourne (CBD) offering American. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81093, 144.96749)."
node/4795892997,Eau De Vie,bar,cocktail bar,$20-40,4.7,-37.8157957,144.9715873,"(-37.81767, 144.96323)","Eau De Vie is a bar in Melbourne (CBD) offering Cocktail Bar. Average spend is about $30 per person (range $20-40). Rated 4.7/5. Address: (-37.81767, 144.96323)."
node/4796188928,Heartbreaker,bar,cocktail bar,$20-40,4.4,-37.8109325,144.9674866,"(-37.81524, 144.96419)","Heartbreaker is a bar in Melbourne (CBD) offering Cocktail Bar. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81524, 144.96419)."
node/4836169121,Bartronica,bar,cocktail bar,$20-40,4.4,-37.8176655,144.9632263,"(-37.81411, 144.96774)","Bartronica is a bar in Melbourne (CBD) offering Cocktail Bar. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81411, 144.96774)."
node/4842991526,Meatmaiden,restaurant,steak house,$20-40,4.5,-37.8141094,144.9677371,"(-37.81483, 144.95877)","Meatmaiden is a restaurant in Melbourne (CBD) offering Steak House. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81483, 144.95877)."
node/4868934823,EARL Canteen,cafe,cafe,$1-20,3.8,-37.8148557,144.9586903,"(-37.81598, 144.95302)","EARL Canteen is a cafe in Melbourne (CBD) offering Cafe. Average spend is about $10 per person (range $1-20). Rated 3.8/5. Address: (-37.81598, 144.95302)."
node/4913804145,Higher Ground,cafe,cafe,$20-40,4.1,-37.8159784,144.9530202,"(-37.81573, 144.96621)","Higher Ground is a cafe in Melbourne (CBD) offering Cafe. Average spend is about $30 per person (range $20-40). Rated 4.1/5. Address: (-37.81573, 144.96621)."
node/4926223721,Bratwurst Shop & Co,fast_food,german,$1-20,4.5,-37.8070974,144.9593186,"(-37.81659, 144.96916)","Bratwurst Shop & Co is a fast_food in Melbourne (CBD) offering German. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81659, 144.96916)."
node/4926439822,Roule Galette,restaurant,french;fine_dining,$20-40,4.7,-37.8157297,144.966207,"(-37.81577, 144.95365)","Roule Galette is a restaurant in Melbourne (CBD) offering French, Fine_Dining. Average spend is about $30 per person (range $20-40). Rated 4.7/5. Address: (-37.81577, 144.95365)."
node/4936374478,MoVida,restaurant,tapas,$20-40,4.4,-37.8165887,144.9691595,"(-37.81578, 144.96470)","MoVida is a restaurant in Melbourne (CBD) offering Tapas. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81578, 144.96470)."
node/4957928429,Higher Ground Melbourne,restaurant,local,$20-40,4.1,-37.8157716,144.9536531,"(-37.81287, 144.96845)","Higher Ground Melbourne is a restaurant in Melbourne (CBD) offering Local. Average spend is about $30 per person (range $20-40). Rated 4.1/5. Address: (-37.81287, 144.96845)."
node/4959121421,Thai Tide,restaurant,thai,$20-40,4.2,-37.8128685,144.9684539,"(-37.81405, 144.96642)","Thai Tide is a restaurant in Melbourne (CBD) offering Thai. Average spend is about $30 per person (range $20-40). Rated 4.2/5. Address: (-37.81405, 144.96642)."
node/4976357651,The Swamp,bar,bar,$20-40,4.5,-37.8136577,144.9675152,"(-37.81401, 144.96659)","The Swamp is a bar in Melbourne (CBD) offering Bar. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81401, 144.96659)."
node/4976357652,OK Chicken,restaurant,korean,$1-20,4.8,-37.8140476,144.9664235,"(-37.81417, 144.96761)","OK Chicken is a restaurant in Melbourne (CBD) offering Korean. Average spend is about $10 per person (range $1-20). Rated 4.8/5. Address: (-37.81417, 144.96761)."
node/4976357653,Salero Kito,restaurant,indonesian,$1-20,4.5,-37.8140132,144.966586,"(-37.81404, 144.96737)","Salero Kito is a restaurant in Melbourne (CBD) offering Indonesian. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81404, 144.96737)."
node/4991364636,Heyday Hong Kong Cafe,restaurant,cantonese;all_day_breakfast,$1-20,4.4,-37.8118424,144.9663001,"(-37.81112, 144.96429)","Heyday Hong Kong Cafe is a restaurant in Melbourne (CBD) offering Cantonese, All_Day_Breakfast. Average spend is about $10 per person (range $1-20). Rated 4.4/5. Address: (-37.81112, 144.96429)."
